"trial","ID","DATE","COND","dots_rt","screen_id","deck","dots_direction","dots_coherence","dots_accuracy","trial_index","Choice","Number_click_of_click_made","counterclick_speed","Bar_progress","Success","Left_click_number","Right_click_number","confidence_rt","confidence_rating","effort_rt","effort_rating","reward_rt","reward_rating","reward_cond","reward_context","reward_real","choice_rt","button_choice","dots_coherence_grouped","dots_coherence_grouped_n","diff_tapping","new_effort","reward_condi","R_P_E","clicks_binned","n_choice","n_choice1","zconf","zeff","zrew"
110,"53","2021.05.14","1CER",2952.99999999953,"tapping",6,"left",0.42,0,961,"right",19,255,1,"true",7,7,4703.00000000047,34,4278.99999999953,12,3511.00000000093,63,"high","3","5",686,"no box","high",40,"hard",88,"exp 3 got 5","POSITIVE",9,"0",0,-0.787483582287503,1.60002658972217,0.453575557454462
110,"54","2021.05.14","6REC",3497,"tapping",6,"left",0.42,100,790,"left",21,255,1,"true",7,7,2583,56,3622.00000000047,31,3387,72,"high","3","5",1247,"box","high",40,"hard",69,"exp 3 got 5","POSITIVE",8,"1",100,0.354320812884756,1.31471657991673,1.16546657397361
110,"56","2021.05.14","2CRE",2992.00000000093,"tapping",6,"left",0.42,100,1665,"left",19,255,1,"true",7,7,4137,89,2791,39,1903,79,"high","3","5",686.000000000931,"box","high",40,"hard",61,"exp 3 got 5","POSITIVE",8,"1",100,1.32953510340465,0.796113135089325,1.04110635326312
110,"57","2021.05.17","3ECR",4938,"tapping",6,"left",0.42,100,1188,"left",27,255,1,"true",7,7,1566,99,1838,1,1222,26,"high","3","5",574,"no box","high",40,"hard",99,"exp 3 got 5","POSITIVE",10,"0",0,0.620717023076256,1.56259599924132,-0.849550980390049
110,"59","2021.05.17","5RCE",2991,"tapping",6,"left",0.42,100,653,"left",19,255,1,"true",7,7,2023,76,2462,40,1682,65,"high","3","5",1031,"box","high",40,"hard",60,"exp 3 got 5","POSITIVE",9,"1",100,1.08058346939998,0.205759279899399,1.30468950295026
110,"6","2021.04.08","2CRE",3216,"tapping",6,"left",0.42,100,951,"left",18,255,1,"true",7,7,2441,53,3103,35,3311,62,"high","3","5",3127.00000000047,"no box","high",40,"hard",65,"exp 3 got 5","POSITIVE",9,"0",0,-0.629060579331329,0.159396811599625,0.265865222065066
110,"60","2021.05.17","6REC",4376,"tapping",6,"left",0.42,100,1441,"left",25,255,1,"true",7,7,1407,69,2702,14,1297,75,"high","3","5",1614,"no box","high",40,"hard",86,"exp 3 got 5","POSITIVE",10,"0",0,0.704286762272348,1.68010420765306,0.220355607565768
110,"7","2021.04.08","3ECR",2945,"tapping",6,"left",0.42,100,339,"left",19,255,1,"true",7,7,2975,54,2360.00000000023,22,4071.00000000023,35,"high","3","5",1006,"no box","high",40,"hard",78,"exp 3 got 5","POSITIVE",9,"0",0,0.923535463242827,2.86263885753111,-0.780872991490464
110,"8","2021.04.09","3ECR",5000,"tapping",6,"left",0.42,100,1811,"left",28,255,1,"true",7,7,1319,65,2768,23,1990,79,"high","3","5",959,"no box","high",40,"hard",77,"exp 3 got 5","POSITIVE",10,"0",0,1.35338458379347,1.27251190473574,1.37940750435989
110,"9","2021.04.09","3ECR",4097,"tapping",6,"left",0.42,100,321,"left",24,255,1,"true",7,7,2718.00000000023,83,3314,24,6543,72,"high","3","5",1398,"no box","high",40,"hard",76,"exp 3 got 5","POSITIVE",9,"0",0,0.590008736052913,0.548312837954343,-0.862366688307816
111,"1","2021.04.06","1CER",3464.00000000047,"tapping",6,"right",0.38,100,718,"right",19,215,1,"true",7,7,3616,57,3295,43,2519,72,"high","3","5",1814,"no box","high",40,"hard",57,"exp 3 got 5","POSITIVE",7,"0",0,-0.282831086025087,0.109028248695753,-0.177936910530727
111,"10","2021.04.12","1CER",2992,"tapping",6,"right",0.38,100,1233,"right",17,215,1,"true",7,7,3263,88,1726,14,2038,72,"high","3","5",1094,"no box","high",40,"hard",86,"exp 3 got 5","POSITIVE",8,"0",0,0.709285675873611,1.40591565771284,0.05248794694968
111,"11","2021.04.09","2CRE",2383.99999999953,"tapping",6,"right",0.38,100,1183,"right",15,215,1,"true",7,7,3752,28,2962.99999999953,59,3302.99999999953,78,"high","3","5",2550,"no box","high",40,"hard",41,"exp 3 got 5","POSITIVE",6,"0",0,-0.986436288626895,-1.06885198683783,0.670312156750754
111,"12","2021.04.09","3ECR",2943.00000000047,"tapping",6,"right",0.38,100,1405,"right",17,215,1,"true",7,7,3742.00000000047,19,3591.99999999953,37,1686.00000000047,29,"high","3","5",1486,"no box","high",40,"hard",63,"exp 3 got 5","POSITIVE",6,"0",0,-1.16479492481638,0.534446690079387,-0.864891509867978
111,"13","2021.04.12","3ECR",3536,"tapping",6,"right",0.38,0,1576,"left",19,215,1,"true",7,7,1638,65,3103.99999999953,24,1734.00000000047,64,"high","3","5",686,"box","high",40,"hard",76,"exp 3 got 5","POSITIVE",7,"1",100,0.118520859287917,-1.19619928593193,0.112649356007116
111,"14","2021.04.12","2CRE",2671,"tapping",6,"right",0.38,100,979,"right",16,215,1,"true",7,7,3048,56,2278,42,2379.99999999953,58,"high","3","5",791,"no box","high",40,"hard",58,"exp 3 got 5","POSITIVE",6,"0",0,0.0640831905434924,-0.232009972917456,-1.81108599655917
111,"16","2021.04.13","4ERC",4689,"tapping",6,"right",0.38,100,708,"right",23,215,1,"true",7,7,5351.00000000047,33,3367,25,3191,73,"high","3","5",1095.00000000047,"no box","high",40,"hard",75,"exp 3 got 5","POSITIVE",7,"0",0,-0.794415652707655,1.33026233567586,-0.159550928605236
111,"17","2021.04.13","4ERC",2999,"tapping",6,"right",0.38,100,1539,"right",17,215,1,"true",7,7,1422,70,2261,36,1622,84,"high","3","5",719,"no box","high",40,"hard",64,"exp 3 got 5","POSITIVE",6,"0",0,0.24769309373691,0.546918334435541,0.861315130504792
111,"18","2021.04.13","4ERC",2665,"tapping",6,"right",0.38,100,220,"right",16,215,1,"true",7,7,5838,89,5910,40,9373.99999999977,60,"high","3","5",4535,"box","high",40,"hard",60,"exp 3 got 5","POSITIVE",6,"1",100,0.685397546359445,0.588816929009376,-0.605644819310027
111,"19","2021.04.13","5RCE",1480,"tapping",6,"right",0.38,100,1412,"right",12,215,1,"true",7,7,1790,83,1207,55,1606,23,"high","3","5",646,"no box","high",40,"hard",45,"exp 3 got 5","POSITIVE",6,"0",0,0.557009688150617,-0.169017630131735,-1.37041170819496
111,"2","2021.04.06","1CER",3200,"tapping",6,"right",0.38,100,1540,"right",18,215,1,"true",7,7,2048.00000000047,44,2519,38,2271,48,"high","3","5",807,"no box","high",40,"hard",62,"exp 3 got 5","POSITIVE",8,"0",0,-1.4076256775483,0.623777941020759,-1.27092384086982
111,"20","2021.04.13","5RCE",3479,"tapping",6,"right",0.38,100,1025,"right",19,215,1,"true",7,7,2694,77,3863,68,2425,84,"high","3","5",1167.00000000047,"box","high",40,"hard",32,"exp 3 got 5","POSITIVE",6,"1",100,1.89251594576771,-1.32552379385432,1.29087011703977
111,"21","2021.04.14","6REC",2896,"tapping",6,"right",0.38,100,1286,"right",17,215,1,"true",7,7,3330,70,8630,37,2616,84,"high","3","5",1294,"no box","high",40,"hard",63,"exp 3 got 5","POSITIVE",7,"0",0,0.34603492847565,-0.255253457696081,0.852640855044203
111,"22","2021.04.14","6REC",2320.00000000047,"tapping",6,"right",0.38,100,1306,"right",15,215,1,"true",7,7,1853.99999999953,21,5805.99999999953,47,1905,71,"high","3","5",822,"no box","high",40,"hard",53,"exp 3 got 5","POSITIVE",6,"0",0,-2.79087213235241,-0.125329290247139,-0.331155512929627
111,"23","2021.04.14","6REC",4384,"tapping",6,"right",0.38,100,1232,"right",22,215,1,"true",7,7,1823,56,1383,18,2671,52,"high","3","5",1087,"box","high",40,"hard",82,"exp 3 got 5","POSITIVE",7,"1",100,-0.184104658442052,1.25685685376089,-0.484685620008202
111,"25","2021.04.15","5RCE",3144,"tapping",6,"right",0.38,100,1710,"right",17,215,1,"true",7,7,3014,79,3639,8,1232,38,"high","3","5",2431,"no box","high",40,"hard",92,"exp 3 got 5","POSITIVE",8,"0",0,1.28623486530602,1.07996964868731,-2.20954703544188
111,"27","2021.04.15","6REC",2623.99999999953,"tapping",6,"right",0.38,100,771,"right",16,215,1,"true",7,7,2879.00000000047,43,5095,41,3584,64,"high","3","5",799,"no box","high",40,"hard",59,"exp 3 got 5","POSITIVE",6,"0",0,-0.818464043541738,-0.490879383040559,0.826671805259665
111,"3","2021.04.07","2CRE",3599.00000000023,"tapping",6,"right",0.38,100,619,"right",19,215,1,"true",7,7,2391,100,1734,42,1918.00000000023,100,"high","3","5",1486.99999999953,"box","high",40,"hard",58,"exp 3 got 5","POSITIVE",6,"1",100,0.897107263025366,-0.0312307786173612,0.940011554913824
111,"31","2021.04.19","2CRE",1743,"tapping",6,"right",0.38,100,157,"right",13,215,1,"true",7,7,2640,100,4111,11,2519,63,"high","3","5",1485,"no box","high",40,"hard",89,"exp 3 got 5","POSITIVE",6,"0",0,0.773563723684313,1.66438191285767,-0.47564793246409
111,"32","2021.04.20","3ECR",2320,"tapping",6,"right",0.38,100,1286,"right",15,215,1,"true",7,7,1495.00000000047,95,2240,31,1631,97,"high","3","5",1671,"box","high",40,"hard",69,"exp 3 got 5","POSITIVE",7,"1",100,1.3510261739213,0.627775874290991,1.47234433779305
111,"34","2021.04.20","6REC",2632,"tapping",6,"right",0.38,100,1524,"right",16,215,1,"true",7,7,1375,61,2226.00000000047,43,2390.00000000047,57,"high","3","5",967,"no box","high",40,"hard",57,"exp 3 got 5","POSITIVE",6,"0",0,0.662720034880357,0.289572195185198,0.0376067382241258
111,"35","2021.04.21","1CER",1519,"tapping",6,"right",0.38,100,1575,"right",12,215,1,"true",7,7,1607.99999999953,80,1278,38,1311,83,"high","3","5",654,"box","high",40,"hard",62,"exp 3 got 5","POSITIVE",6,"1",100,0.648224205202598,0.331844580003956,0.805205900173209
111,"36","2021.04.21","4ERC",2688,"tapping",6,"right",0.38,0,1828,"left",16,215,1,"true",7,7,1847,43,2583,35,3549,68,"high","3","5",582,"box","high",40,"hard",65,"exp 3 got 5","POSITIVE",7,"1",100,-0.864059977103938,0.735955763219902,1.00638653173553
111,"37","2021.04.21","5RCE",2360,"tapping",6,"right",0.38,100,1775,"right",15,215,1,"true",7,7,2535,77,2295,26,2351.99999999953,73,"high","3","5",943,"box","high",40,"hard",74,"exp 3 got 5","POSITIVE",6,"1",100,1.14521012846436,0.88787329192053,0.0547801619146878
111,"38","2021.04.21","6REC",1823,"tapping",6,"right",0.38,100,946,"right",13,215,1,"true",7,7,2159,37,3294,37,4399.00000000047,85,"high","3","5",527,"no box","high",40,"hard",63,"exp 3 got 5","POSITIVE",6,"0",0,-0.901886522720714,-0.176430182088818,1.20767982607039
111,"39","2021.04.22","2CRE",2600,"tapping",6,"right",0.38,100,2064,"right",16,215,1,"true",7,7,1464,53,1782,57,2054,52,"high","3","5",806.999999999069,"no box","high",40,"hard",43,"exp 3 got 5","POSITIVE",6,"0",0,0.638094670869649,0.73398035045182,-0.528288831424236
111,"4","2021.04.07","2CRE",4640,"tapping",6,"right",0.38,100,1620,"right",23,215,1,"true",7,7,2895,75,3982,39,2662,69,"high","3","5",1438,"box","high",40,"hard",61,"exp 3 got 5","POSITIVE",8,"1",100,0.052501861144407,0.97522484425322,0.712187688051561
111,"41","2021.04.22","4ERC",3176,"tapping",6,"right",0.38,100,1051,"right",18,215,1,"true",7,7,1574,71,2615.00000000047,67,1710.00000000047,64,"high","3","5",1006,"no box","high",40,"hard",33,"exp 3 got 5","POSITIVE",7,"0",0,-0.764598816842519,-0.112680346991648,-0.563945561106806
111,"43","2021.04.26","1CER",1511,"tapping",6,"right",0.38,100,483,"right",12,215,1,"true",7,7,1784,96,3767.00000000047,35,3699,74,"high","3","5",6934,"no box","high",40,"hard",65,"exp 3 got 5","POSITIVE",6,"0",0,1.40305786632549,0.243216309798676,1.38689305761551
111,"44","2021.04.26","3ECR",2640.99999999953,"tapping",6,"right",0.38,100,1286,"right",16,215,1,"true",7,7,1622.99999999953,91,2694.99999999953,33,3957.99999999953,83,"high","3","5",2518,"box","high",40,"hard",67,"exp 3 got 5","POSITIVE",7,"1",100,0.746086496161777,1.58658325240405,1.45732968676166
111,"45","2021.04.26","6REC",2592.00000000023,"tapping",6,"right",0.38,100,564,"right",16,215,1,"true",7,7,4030.00000000023,60,5141.99999999977,42,5568,60,"high","3","5",2182,"no box","high",40,"hard",58,"exp 3 got 5","POSITIVE",8,"0",0,-0.00811564188669546,0.357505558669378,0.305629133577356
111,"46","2021.04.29","4ERC",2112,"tapping",6,"right",0.38,100,1656,"right",14,215,1,"true",7,7,1860,91,2151,74,2686,94,"high","3","5",958,"box","high",40,"hard",26,"exp 3 got 5","POSITIVE",6,"1",100,1.08248490503073,-1.18351409695628,1.19814899791672
111,"47","2021.04.29","6REC",4456,"tapping",6,"right",0.38,100,1665,"right",22,215,1,"true",7,7,1198,33,2141.99999999907,37,2599,91,"high","3","5",959,"no box","high",40,"hard",63,"exp 3 got 5","POSITIVE",8,"0",0,-1.91819904255894,1.59956802614801,-0.291802787399885
111,"48","2021.04.29","1CER",2583.99999999953,"tapping",6,"right",0.38,100,979,"right",16,215,1,"true",7,7,2120.00000000047,71,1815,35,838.999999999534,56,"high","3","5",638,"no box","high",40,"hard",65,"exp 3 got 5","POSITIVE",7,"0",0,-0.13244805862649,-0.0170749442485603,-0.00423220861601428
111,"49","2021.04.29","5RCE",4321,"tapping",6,"right",0.38,100,1070,"right",22,215,1,"true",7,7,2838,75,5815,64,2023,39,"high","3","5",1255,"box","high",40,"hard",36,"exp 3 got 5","POSITIVE",7,"1",100,0.429610359040476,-0.256887759325518,-1.0396928887301
111,"5","2021.04.08","1CER",4128,"tapping",6,"right",0.38,100,563,"right",21,215,1,"true",7,7,2439,67,2383,59,4711,39,"high","3","5",2463,"no box","high",40,"hard",41,"exp 3 got 5","POSITIVE",7,"0",0,0.289445656402026,-1.35405222903406,-2.08634254625862
111,"50","2021.04.30","4ERC",3160,"tapping",6,"right",0.38,0,437,"left",17,215,1,"true",7,7,2247,20,2969.99999999977,0,2446.99999999977,100,"high","3","5",1055,"box","high",40,"hard",100,"exp 3 got 5","POSITIVE",7,"1",100,-0.294664215209361,2.13965313323685,1.03900315041971
111,"51","2021.04.30","3ECR",2928,"tapping",6,"right",0.38,0,798,"left",17,215,1,"true",7,7,2319,63,2889.99999999953,37,3375,64,"high","3","5",2342.99999999953,"no box","high",40,"hard",63,"exp 3 got 5","POSITIVE",6,"0",0,0.380490675000851,0.215136563933788,0.173571723550569
111,"52","2021.04.30","2CRE",2384,"tapping",6,"right",0.38,100,1260,"right",15,215,1,"true",7,7,1145,40,5230,30,2558,84,"high","3","5",1430.00000000047,"no box","high",40,"hard",70,"exp 3 got 5","POSITIVE",6,"0",0,-0.764101018708072,0.408568748544872,0.555419531906187
111,"53","2021.05.14","1CER",2880,"tapping",6,"right",0.38,100,518,"right",17,215,1,"true",7,7,4336,99,5639,16,10380,68,"high","3","5",2142.99999999953,"box","high",40,"hard",84,"exp 3 got 5","POSITIVE",8,"1",100,1.64483412901856,1.38237338164976,0.737960232366386
111,"54","2021.05.14","6REC",4336,"tapping",6,"right",0.38,100,718,"right",22,215,1,"true",7,7,2574,93,2991,47,5593,49,"high","3","5",551.999999999534,"box","high",40,"hard",53,"exp 3 got 5","POSITIVE",8,"1",100,3.15686118796892,0.139066044837403,0.00776977715982403
111,"56","2021.05.14","2CRE",2383.99999999977,"tapping",6,"right",0.38,100,364,"right",15,215,1,"true",7,7,3696.00000000023,92,3782,63,5183,80,"high","3","5",1134,"box","high",40,"hard",37,"exp 3 got 5","POSITIVE",6,"1",100,1.47823532673751,-0.489915775439585,1.08576425636487
111,"57","2021.05.17","3ECR",3872,"tapping",6,"right",0.38,100,745,"right",20,215,1,"true",7,7,1758,95,2830.99999999953,17,2542,72,"high","3","5",894,"no box","high",40,"hard",83,"exp 3 got 5","POSITIVE",9,"0",0,0.468765495827189,1.1524271158891,0.539977209241642
111,"59","2021.05.17","5RCE",2072.00000000047,"tapping",6,"right",0.38,100,608,"right",14,215,1,"true",7,7,2111,58,2071,52,2105,60,"high","3","5",687,"no box","high",40,"hard",48,"exp 3 got 5","POSITIVE",6,"0",0,0.307203650346315,-0.75079717871282,0.953139620040119
111,"6","2021.04.08","2CRE",1704,"tapping",6,"right",0.38,0,419,"left",13,215,1,"true",7,7,3001,58,5375,39,2911,64,"high","3","5",2535,"no box","high",40,"hard",61,"exp 3 got 5","POSITIVE",6,"0",0,-0.353459011168644,-0.0688223369993906,0.406720968854505
111,"60","2021.05.17","6REC",3480,"tapping",6,"right",0.38,0,447,"left",19,215,1,"true",7,7,2335,37,3374,31,2887,75,"high","3","5",999,"no box","high",40,"hard",69,"exp 3 got 5","POSITIVE",7,"0",0,-1.29873785843291,0.801365493781887,0.220355607565768
111,"7","2021.04.08","3ECR",1800,"tapping",6,"right",0.38,100,1486,"right",13,215,1,"true",7,7,6318.00000000093,53,9111,53,2311,53,"high","3","5",879,"box","high",40,"hard",47,"exp 3 got 5","POSITIVE",6,"1",100,0.850056759056426,-0.051108060867065,1.06401151670686
111,"8","2021.04.09","3ECR",2633,"tapping",6,"right",0.38,100,1883,"right",16,215,1,"true",7,7,2215,19,3952,72,3319,78,"high","3","5",831,"no box","high",40,"hard",28,"exp 3 got 5","POSITIVE",6,"0",0,-1.39319001272858,-1.10535991724927,1.31486641929351
111,"9","2021.04.09","3ECR",2656,"tapping",6,"right",0.38,100,1540,"right",16,215,1,"true",7,7,3662,91,3608,31,3837.99999999907,83,"high","3","5",678.000000000931,"box","high",40,"hard",69,"exp 3 got 5","POSITIVE",6,"1",100,0.807007141380066,0.355584564423296,0.56053834740008
112,"1","2021.04.06","1CER",2688,"tapping",6,"right",0.38,100,266,"right",16,215,1,"true",7,7,4560,80,4711,20,4751,68,"high","3","5",3358,"box","high",40,"hard",80,"exp 3 got 5","POSITIVE",6,"1",100,0.880000347969246,1.44001156162007,-0.493760623112596
112,"10","2021.04.12","1CER",2008,"tapping",6,"right",0.38,100,366,"right",14,215,1,"true",7,7,3576,71,2758,16,2037.99999999988,66,"high","3","5",1502,"no box","high",40,"hard",84,"exp 3 got 5","POSITIVE",6,"0",0,-0.179541019484002,1.17827758278785,-0.503884290716934
112,"11","2021.04.09","2CRE",2040.99999999907,"tapping",6,"right",0.38,100,2149,"right",14,215,1,"true",7,7,2422.99999999907,40,2174,45,3334.00000000093,83,"high","3","5",2179,"no box","high",40,"hard",55,"exp 3 got 5","POSITIVE",6,"0",0,-0.501103529807887,-0.200507270523593,1.17686934745118
112,"12","2021.04.09","3ECR",2376,"tapping",6,"right",0.38,0,1919,"left",15,215,1,"true",7,7,2879,15,1967,16,1446,26,"high","3","5",886,"no box","high",40,"hard",84,"exp 3 got 5","POSITIVE",6,"0",0,-1.32704449870677,1.17354440360195,-0.982486408139502
112,"13","2021.04.12","3ECR",2872,"tapping",6,"right",0.38,0,510,"left",17,215,1,"true",7,7,2415,64,2160.00000000023,22,2046,59,"high","3","5",1318,"no box","high",40,"hard",78,"exp 3 got 5","POSITIVE",6,"0",0,0.0306289861081135,-1.01636066891255,-0.678292930851356
112,"14","2021.04.12","2CRE",2639.99999999977,"tapping",6,"right",0.38,100,644,"right",16,215,1,"true",7,7,2815,71,2686.00000000023,44,1887,70,"high","3","5",1175,"box","high",40,"hard",56,"exp 3 got 5","POSITIVE",6,"1",100,0.859251575821384,-0.336150813033814,-0.113696451588243
112,"16","2021.04.13","4ERC",4248,"tapping",6,"right",0.38,100,1539,"right",21,215,1,"true",7,7,2462,82,2240,18,2415,83,"high","3","5",567,"box","high",40,"hard",82,"exp 3 got 5","POSITIVE",6,"1",100,0.612396908420603,1.58346168731849,0.658048357282288
112,"17","2021.04.13","4ERC",3840,"tapping",6,"right",0.38,100,979,"right",20,215,1,"true",7,7,2086,80,1911,23,2479,83,"high","3","5",790,"no box","high",40,"hard",77,"exp 3 got 5","POSITIVE",7,"0",0,0.842710022825577,1.08296862482035,0.791302747495896
112,"18","2021.04.13","4ERC",2336,"tapping",6,"right",0.38,0,563,"left",15,215,1,"true",7,7,2207,41,8050,58,6463,61,"high","3","5",1207,"no box","high",40,"hard",42,"exp 3 got 5","POSITIVE",6,"0",0,-1.64330255091,-0.0446791989371253,-0.525309993794774
112,"19","2021.04.13","5RCE",1432,"tapping",6,"right",0.38,100,229,"right",12,215,1,"true",7,7,2679,92,3079.00000000023,62,2449.00000000023,86,"high","3","5",1543,"box","high",40,"hard",38,"exp 3 got 5","POSITIVE",6,"1",100,0.854761224849733,-0.471455929708297,0.804055911160167
112,"2","2021.04.06","1CER",2016,"tapping",6,"right",0.38,100,284,"right",14,215,1,"true",7,7,3032,60,1830.99999999977,32,2494,49,"high","3","5",1511,"no box","high",40,"hard",68,"exp 3 got 5","POSITIVE",6,"0",0,0.0498426674589753,0.974653032844935,-1.14088723166885
112,"20","2021.04.13","5RCE",3567,"tapping",6,"right",0.38,100,573,"right",19,215,1,"true",7,7,5087,75,3111,39,3287,78,"high","3","5",1447.00000000023,"box","high",40,"hard",61,"exp 3 got 5","POSITIVE",6,"1",100,1.72473268216387,0.248268640950793,0.825350462906166
112,"21","2021.04.14","6REC",2648,"tapping",6,"right",0.38,100,1837,"right",16,215,1,"true",7,7,3494.00000000093,81,5102,38,1797,87,"high","3","5",1694,"box","high",40,"hard",62,"exp 3 got 5","POSITIVE",6,"1",100,0.851027858921043,-0.303020186621663,0.965231669465446
112,"22","2021.04.14","6REC",1807,"tapping",6,"right",0.38,100,2164,"right",13,215,1,"true",7,7,1398,58,1966,53,1655,77,"high","3","5",767,"no box","high",40,"hard",47,"exp 3 got 5","POSITIVE",6,"0",0,0.35224074411815,-0.504944053632363,0.21804958069662
112,"23","2021.04.14","6REC",2904,"tapping",6,"right",0.38,0,1855,"left",17,215,1,"true",7,7,3583,42,2487,15,3535.00000000047,48,"high","3","5",855,"box","high",40,"hard",85,"exp 3 got 5","POSITIVE",6,"1",100,-0.805621094033661,1.40772404891666,-0.799326404357202
112,"24","2021.04.15","5RCE",4392,"tapping",6,"right",0.38,100,1096,"right",22,215,1,"true",7,7,2686,73,2462.99999999953,53,2231,51,"high","3","5",895,"no box","high",40,"hard",47,"exp 3 got 5","POSITIVE",10,"0",0,0.594957170600181,0.103723548852165,-0.193127549492513
112,"25","2021.04.15","5RCE",2329,"tapping",6,"right",0.38,100,1304,"right",15,215,1,"true",7,7,2527,86,2551,35,2064,58,"high","3","5",2023,"no box","high",40,"hard",65,"exp 3 got 5","POSITIVE",6,"0",0,1.65208700051828,-0.0502862513162547,-0.523355633304809
112,"27","2021.04.15","6REC",2304,"tapping",6,"right",0.38,100,1512,"right",15,215,1,"true",7,7,3263,74,3406,20,2568,62,"high","3","5",1143,"box","high",40,"hard",80,"exp 3 got 5","POSITIVE",6,"1",100,0.648421345946531,0.800804037975625,0.644404195280649
112,"3","2021.04.07","2CRE",2679.99999999907,"tapping",6,"right",0.38,100,1631,"right",16,215,1,"true",7,7,1968,91,2054,55,2750,90,"high","3","5",932,"box","high",40,"hard",45,"exp 3 got 5","POSITIVE",6,"1",100,0.585598693069738,-0.706377048952222,0.597937027922808
112,"31","2021.04.19","2CRE",2114,"tapping",6,"right",0.38,100,428,"right",14,215,1,"true",7,7,2430,80,2622,30,2695,93,"high","3","5",3023,"box","high",40,"hard",70,"exp 3 got 5","POSITIVE",7,"1",100,0.15640991770331,1.02463971851107,2.36404121657525
112,"32","2021.04.20","3ECR",1520,"tapping",6,"right",0.38,100,961,"right",12,215,1,"true",7,7,1567,93,3954,40,3782.99999999953,65,"high","3","5",543,"no box","high",40,"hard",60,"exp 3 got 5","POSITIVE",6,"0",0,1.29192455045516,0.214614421375531,-1.4016179227866
112,"33","2021.04.20","4ERC",2848,"tapping",6,"right",0.38,0,872,"left",17,215,1,"true",7,7,2166,85,2528,65,2782,78,"high","3","5",1438,"no box","high",40,"hard",35,"exp 3 got 5","POSITIVE",6,"0",0,-0.0674302864297618,-0.603136078502746,-0.547782636739134
112,"34","2021.04.20","6REC",3000,"tapping",6,"right",0.38,100,2103,"right",17,215,1,"true",7,7,1183,58,1319,57,1839,40,"high","3","5",831,"no box","high",40,"hard",43,"exp 3 got 5","POSITIVE",7,"0",0,0.436238927069766,-0.581902220800731,-1.27423350684083
112,"35","2021.04.21","1CER",1511,"tapping",6,"right",0.38,100,1656,"right",12,215,1,"true",7,7,2007.00000000093,84,2886,29,1511,88,"high","3","5",1493.99999999907,"box","high",40,"hard",71,"exp 3 got 5","POSITIVE",6,"1",100,0.807541982210917,0.755851851703776,1.01015808602703
112,"36","2021.04.21","4ERC",2023.00000000093,"tapping",6,"right",0.38,100,1945,"right",14,215,1,"true",7,7,1654,58,2288,45,1918,69,"high","3","5",622,"box","high",40,"hard",55,"exp 3 got 5","POSITIVE",6,"1",100,0.36846576774827,-0.173973990683399,1.05842407923015
112,"37","2021.04.21","5RCE",3480,"tapping",6,"right",0.38,100,772,"right",19,215,1,"true",7,7,2590.99999999977,67,6007,21,2344.99999999977,76,"high","3","5",1655,"box","high",40,"hard",79,"exp 3 got 5","POSITIVE",9,"1",100,0.794545011608993,1.17867756249152,0.818480066254725
112,"38","2021.04.21","6REC",2040,"tapping",6,"right",0.38,100,1091,"right",14,215,1,"true",7,7,1711,37,1806,11,3536,80,"high","3","5",719,"no box","high",40,"hard",89,"exp 3 got 5","POSITIVE",7,"0",0,-0.901886522720714,1.03072369536099,0.705526052236547
112,"39","2021.04.22","2CRE",2119,"tapping",6,"right",0.38,100,1992,"right",14,215,1,"true",7,7,2079,62,2110,86,1918.00000000093,52,"high","3","5",2535,"no box","high",40,"hard",14,"exp 3 got 5","POSITIVE",6,"0",0,1.41521252109473,-0.770858865169942,-0.528288831424236
112,"4","2021.04.07","2CRE",3808,"tapping",6,"right",0.38,100,283,"right",20,215,1,"true",7,7,3424,85,4886,39,4671,80,"high","3","5",1167,"box","high",40,"hard",61,"exp 3 got 5","POSITIVE",7,"1",100,0.754991552513238,0.97522484425322,1.52378652558033
112,"41","2021.04.22","4ERC",2904,"tapping",6,"right",0.38,100,382,"right",17,215,1,"true",7,7,2293.99999999977,78,2592,77,1350,72,"high","3","5",1031,"no box","high",40,"hard",23,"exp 3 got 5","POSITIVE",6,"0",0,-0.183246527932825,-0.549316691584283,0.0982632417080041
112,"43","2021.04.26","1CER",1720,"tapping",6,"right",0.38,100,1197,"right",13,215,1,"true",7,7,1966.99999999907,78,4406.00000000093,25,3526,63,"high","3","5",926,"no box","high",40,"hard",75,"exp 3 got 5","POSITIVE",6,"0",0,0.801293943564263,0.659105670709832,0.88166980585786
112,"44","2021.04.26","3ECR",3728.00000000093,"tapping",6,"right",0.38,100,1728,"right",20,215,1,"true",7,7,1958.00000000093,89,4832.00000000093,41,16286,73,"high","3","5",3109.99999999907,"no box","high",40,"hard",59,"exp 3 got 5","POSITIVE",9,"0",0,0.652566729090328,1.04295591951201,0.557180779379554
112,"45","2021.04.26","6REC",1824,"tapping",6,"right",0.38,100,1025,"right",13,215,1,"true",7,7,3150,100,4126,76,2975,100,"high","3","5",1742,"box","high",40,"hard",24,"exp 3 got 5","POSITIVE",6,"1",100,1.71240043809274,-1.57516949149728,2.69066139069636
112,"46","2021.04.29","4ERC",2608,"tapping",6,"right",0.38,100,1295,"right",16,215,1,"true",7,7,2342,63,8631,27,2062,62,"high","3","5",1006,"no box","high",40,"hard",73,"exp 3 got 5","POSITIVE",7,"0",0,-0.0259796377207375,1.15000085037231,-0.0294921606451384
