"trial","ID","DATE","COND","dots_rt","screen_id","deck","dots_direction","dots_coherence","dots_accuracy","trial_index","Choice","Number_click_of_click_made","counterclick_speed","Bar_progress","Success","Left_click_number","Right_click_number","confidence_rt","confidence_rating","effort_rt","effort_rating","reward_rt","reward_rating","reward_cond","reward_context","reward_real","choice_rt","button_choice","dots_coherence_grouped","dots_coherence_grouped_n","diff_tapping","new_effort","reward_condi","R_P_E","clicks_binned","n_choice","n_choice1","zconf","zeff","zrew"
43,"54","2021.05.14","6REC",1343.00000000047,"tapping",3,"left",0.11,100,754,"left",9,75,1,"true",7,7,2446.99999999953,42,7199,47,2370.00000000047,24,"low","7","5",535,"box","low",10,"easy",53,"exp 7 got 5","NEGATIVE",2,"1",100,-0.706099869579521,0.139066044837403,-1.25059630633342
43,"56","2021.05.14","2CRE",1752,"tapping",3,"left",0.11,100,1593,"left",9,75,1,"true",7,7,5911.99999999907,68,4158.99999999907,54,3863,33,"low","7","5",678,"no box","low",10,"easy",46,"exp 7 got 5","NEGATIVE",3,"0",0,0.288633540074659,-0.00765493399124367,-1.01315718941713
43,"57","2021.05.17","3ECR",1496,"tapping",3,"left",0.11,0,420,"right",9,75,1,"true",7,7,2510.99999999953,37,2902.99999999953,33,1543,37,"low","7","5",838,"no box","low",10,"easy",67,"exp 7 got 5","NEGATIVE",3,"0",0,-1.73453164928429,0.742258232536889,-0.517272500260732
43,"59","2021.05.17","5RCE",1535.99999999953,"tapping",3,"left",0.11,0,690,"right",9,75,1,"true",7,7,4435,40,3103.00000000047,57,46009,44,"low","7","5",991,"no box","low",10,"easy",43,"exp 7 got 5","NEGATIVE",3,"0",0,-0.466176168707345,-1.14936236980124,-0.171820005272331
43,"6","2021.04.08","2CRE",1088,"tapping",3,"left",0.11,0,1105,"right",8,75,1,"true",7,7,1813,68,2159,59,1783,43,"low","7","5",742.999999999534,"no box","low",10,"easy",41,"exp 7 got 5","NEGATIVE",2,"0",0,0.197744125156727,-1.20991807999447,-1.0722643724346
43,"60","2021.05.17","6REC",1447.99999999977,"tapping",3,"left",0.11,0,700,"right",9,75,1,"true",7,7,1607,72,3238,76,2176,76,"low","7","5",510.999999999767,"box","low",10,"easy",24,"exp 7 got 5","NEGATIVE",3,"1",100,0.892070320463466,-1.52470757234769,0.570721023595337
43,"7","2021.04.08","3ECR",1312,"tapping",3,"left",0.11,0,718,"right",9,75,1,"true",7,7,5095,12,2800,62,2047,22,"low","7","5",983,"no box","low",10,"easy",38,"exp 7 got 5","NEGATIVE",4,"0",0,-2.16257011258601,-0.897034585563309,-2.11328958074409
43,"8","2021.04.09","3ECR",1305,"tapping",3,"left",0.11,100,257,"left",9,75,1,"true",7,7,2350.99999999988,43,4527.00000000012,47,4039.00000000012,49,"low","7","5",1630.99999999977,"no box","low",10,"easy",53,"exp 7 got 5","NEGATIVE",3,"0",0,0.039805428935102,0.107839991926758,-0.556825047631514
43,"9","2021.04.09","3ECR",2159,"tapping",3,"left",0.11,100,2055,"left",10,75,1,"true",7,7,2087,26,4488,67,1782,79,"low","7","5",2422.99999999907,"no box","low",10,"easy",33,"exp 7 got 5","NEGATIVE",5,"0",0,-0.956104901903053,-0.635589413736377,0.0431183344153902
44,"1","2021.04.06","1CER",1695,"tapping",3,"left",0.11,0,772,"right",9,75,1,"true",7,7,3159,58,4711,36,4087,68,"low","7","5",990,"box","low",10,"easy",64,"exp 7 got 5","NEGATIVE",2,"1",100,-0.23227319759055,0.514110126542284,-0.493760623112596
44,"10","2021.04.12","1CER",1903,"tapping",3,"left",0.11,100,510,"left",9,75,1,"true",7,7,1737.00000000023,43,2996.00000000023,33,1742,61,"low","7","5",846,"no box","low",10,"easy",67,"exp 7 got 5","NEGATIVE",3,"0",0,-1.64349087066125,-0.75664605407458,-0.967527822105779
44,"11","2021.04.09","2CRE",1064,"tapping",3,"left",0.11,0,2204,"right",8,75,1,"true",7,7,1720,8,1814,53,1542,77,"low","7","5",878,"no box","low",10,"easy",47,"exp 7 got 5","NEGATIVE",1,"0",0,-1.79532421999191,-0.696704251274588,0.569000718610668
44,"12","2021.04.09","3ECR",1360,"tapping",3,"left",0.11,0,248,"right",9,75,1,"true",7,7,7495,44,5799,90,7646.99999999977,73,"low","7","5",1902,"no box","low",10,"easy",10,"exp 7 got 5","NEGATIVE",3,"0",0,-0.150735088001401,-1.07851420595374,0.859833664781031
44,"13","2021.04.12","3ECR",1559,"tapping",3,"left",0.11,100,1197,"left",9,75,1,"true",7,7,1974.00000000047,65,2288,0,1750,61,"low","7","5",694,"no box","low",10,"easy",100,"exp 7 got 5","NEGATIVE",2,"0",0,0.118520859287917,0.961864118300619,-0.361916016107968
44,"14","2021.04.12","2CRE",1328,"tapping",3,"left",0.11,0,157,"right",9,75,1,"true",7,7,2504,78,2742,35,2814,84,"low","7","5",1895,"no box","low",10,"easy",65,"exp 7 got 5","NEGATIVE",3,"0",0,1.23033015561773,0.132482967489797,1.86659135087784
44,"16","2021.04.13","4ERC",1544,"tapping",3,"left",0.11,100,961,"left",9,75,1,"true",7,7,12262,82,5904,65,3147,68,"low","7","5",1790,"box","low",10,"easy",35,"exp 7 got 5","NEGATIVE",2,"1",100,0.612396908420603,-0.116591102282044,-0.568350571548997
44,"17","2021.04.13","4ERC",2505.00000000023,"tapping",3,"left",0.11,100,437,"left",10,75,1,"true",7,7,2951.00000000023,76,5439,66,2831.00000000023,36,"low","7","5",1279,"no box","low",10,"easy",34,"exp 7 got 5","NEGATIVE",5,"0",0,0.604703251190111,-0.690120797221702,-2.49927925392222
44,"18","2021.04.13","4ERC",1648,"tapping",3,"left",0.11,0,1602,"right",9,75,1,"true",7,7,2927,41,10078,56,5694.00000000093,66,"low","7","5",1479,"no box","low",10,"easy",44,"exp 7 got 5","NEGATIVE",2,"0",0,-1.64330255091,0.0257092597235971,-0.12363586621851
44,"19","2021.04.13","5RCE",1568,"tapping",3,"left",0.11,100,518,"left",9,75,1,"true",7,7,1855,73,2687,62,2377,29,"low","7","5",1142.99999999977,"no box","low",10,"easy",38,"exp 7 got 5","NEGATIVE",4,"0",0,0.226174647373822,-0.471455929708297,-1.16331955397066
44,"2","2021.04.06","1CER",1376,"tapping",3,"left",0.11,0,465,"right",9,75,1,"true",7,7,1778,65,3791,42,2183,60,"low","7","5",2095,"box","low",10,"easy",58,"exp 7 got 5","NEGATIVE",3,"1",100,0.505301525273748,0.389861213137974,0.289515469541773
44,"20","2021.04.13","5RCE",1952,"tapping",3,"left",0.11,100,989,"left",9,75,1,"true",7,7,2085,27,2767,31,2336,57,"low","7","5",855,"no box","low",10,"easy",69,"exp 7 got 5","NEGATIVE",2,"0",0,-2.30206564432826,0.68241827813841,-0.803968326561447
44,"21","2021.04.14","6REC",1335.99999999977,"tapping",3,"left",0.11,0,644,"right",9,75,1,"true",7,7,3046,53,3855,60,2159,35,"low","7","5",974,"no box","low",10,"easy",40,"exp 7 got 5","NEGATIVE",3,"0",0,-0.434408691303594,-1.35388822298448,-0.986342447169429
44,"22","2021.04.14","6REC",1520,"tapping",3,"left",0.11,100,2029,"left",9,75,1,"true",7,7,2142,44,3382,60,3280,61,"low","7","5",534,"no box","low",10,"easy",40,"exp 7 got 5","NEGATIVE",3,"0",0,-0.837045209140981,-0.947827944248459,-1.24649733564004
44,"23","2021.04.14","6REC",1547,"tapping",3,"left",0.11,0,1313,"right",9,75,1,"true",7,7,1678.00000000047,9,2375,34,1937,78,"low","7","5",1239.00000000047,"box","low",10,"easy",66,"exp 7 got 5","NEGATIVE",2,"1",100,-2.27062412078531,0.452231812930147,1.5604794782603
44,"24","2021.04.15","5RCE",1103.99999999953,"tapping",3,"left",0.11,100,1060,"left",8,75,1,"true",7,7,2079,72,1903,59,2402,51,"low","7","5",823,"no box","low",10,"easy",41,"exp 7 got 5","NEGATIVE",4,"0",0,0.408340169883975,-0.579498957717535,-0.193127549492513
44,"25","2021.04.15","5RCE",1319.99999999953,"tapping",3,"left",0.11,100,355,"left",9,75,1,"true",7,7,5095,62,4103,70,3233,70,"low","7","5",590.999999999534,"box","low",10,"easy",30,"exp 7 got 5","NEGATIVE",4,"1",100,0.397736822647657,-1.51543278835791,0.488359207977436
44,"27","2021.04.15","6REC",1112,"tapping",3,"left",0.11,100,1864,"left",8,75,1,"true",7,7,2631,25,3502,45,1888,56,"low","7","5",647,"no box","low",10,"easy",55,"exp 7 got 5","NEGATIVE",1,"0",0,-1.67020394711557,-0.736914320376975,0.0976013653436019
44,"3","2021.04.07","2CRE",1816,"tapping",3,"left",0.11,100,754,"left",9,75,1,"true",7,7,2256,95,2325.99999999953,53,1966,94,"low","7","5",3167,"box","low",10,"easy",47,"exp 7 got 5","NEGATIVE",2,"1",100,0.724046946383351,-0.602508391977628,0.734766838719214
44,"31","2021.04.19","2CRE",1608,"tapping",3,"left",0.11,0,1168,"right",9,75,1,"true",7,7,1799,74,2622,100,1231,63,"low","7","5",663,"box","low",10,"easy",0,"exp 7 got 5","NEGATIVE",4,"1",100,-0.0287362240909906,-1.33230520802907,-0.47564793246409
44,"32","2021.04.20","3ECR",1720,"tapping",3,"left",0.11,0,1882,"right",9,75,1,"true",7,7,2527,58,2944,64,3343,80,"low","7","5",982,"no box","low",10,"easy",36,"exp 7 got 5","NEGATIVE",4,"0",0,0.257646139797706,-0.887149453065697,-0.0544481131398882
44,"33","2021.04.20","4ERC",1103,"tapping",3,"left",0.11,0,682,"right",8,75,1,"true",7,7,1846,80,1977,78,2079,68,"low","7","5",3599,"no box","low",10,"easy",22,"exp 7 got 5","NEGATIVE",1,"0",0,-0.475758132032205,-1.04803135348369,-1.20827276289583
44,"34","2021.04.20","6REC",1576,"tapping",3,"left",0.11,100,1561,"left",9,75,1,"true",7,7,2671.00000000047,58,2247.00000000047,76,1729,78,"low","7","5",975,"box","low",10,"easy",24,"exp 7 got 5","NEGATIVE",3,"1",100,0.436238927069766,-1.76461749963878,1.65811527624554
44,"35","2021.04.21","1CER",1048.00000000047,"tapping",3,"left",0.11,100,671,"left",8,75,1,"true",7,7,3528,25,3623,71,1852,13,"low","7","5",669.999999999534,"no box","low",10,"easy",29,"exp 7 got 5","NEGATIVE",2,"0",0,-1.54239522866179,-1.22284874956205,-2.06412470178032
44,"36","2021.04.21","4ERC",1559,"tapping",3,"left",0.11,0,1783,"right",9,75,1,"true",7,7,2878,56,2296,59,2014,36,"low","7","5",526,"no box","low",10,"easy",41,"exp 7 got 5","NEGATIVE",3,"0",0,0.204129001767975,-1.44787564614802,-0.658814988092236
44,"37","2021.04.21","5RCE",992,"tapping",3,"left",0.11,0,1134,"right",8,75,1,"true",7,7,1375,68,2799,40,1392,72,"low","7","5",583,"box","low",10,"easy",60,"exp 7 got 5","NEGATIVE",1,"1",100,0.829611523294529,0.0736213343217687,-0.199786472865324
44,"38","2021.04.21","6REC",1376,"tapping",3,"left",0.11,100,2238,"left",9,75,1,"true",7,7,1750,70,2166,72,2687,76,"low","7","5",686,"box","low",10,"easy",28,"exp 7 got 5","NEGATIVE",4,"1",100,0.466099929438254,-1.8014450171174,0.303803033169474
44,"39","2021.04.22","2CRE",1768,"tapping",3,"left",0.11,0,1857,"right",9,75,1,"true",7,7,1799,56,1446,55,1807,54,"low","7","5",750.999999999069,"no box","low",10,"easy",45,"exp 7 got 5","NEGATIVE",3,"0",0,0.897133954278008,0.837762365322287,0.541748419486
44,"4","2021.04.07","2CRE",1617,"tapping",3,"left",0.11,100,1602,"left",9,75,1,"true",7,7,2406,70,7806,44,3565.99999999907,41,"low","7","5",1118,"box","low",10,"easy",56,"exp 7 got 5","NEGATIVE",3,"1",100,-0.298742984540008,0.76879356037609,-1.35370026202167
44,"41","2021.04.22","4ERC",1728.00000000023,"tapping",3,"left",0.11,100,599,"left",9,75,1,"true",7,7,2342.00000000023,86,2510.99999999977,74,2182,31,"low","7","5",990,"no box","low",10,"easy",26,"exp 7 got 5","NEGATIVE",3,"0",0,0.481156087963968,-0.418325788206493,-3.2955568727179
44,"43","2021.04.26","1CER",1025,"tapping",3,"left",0.11,100,1233,"left",8,75,1,"true",7,7,1896,63,3310,38,8718,22,"low","7","5",702,"no box","low",10,"easy",62,"exp 7 got 5","NEGATIVE",2,"0",0,0.299824007929908,0.118449501525329,-1.00143504160248
44,"44","2021.04.26","3ECR",2503,"tapping",3,"left",0.11,0,1629,"right",10,75,1,"true",7,7,2679,84,2399,61,4455,66,"low","7","5",4971,"no box","low",10,"easy",39,"exp 7 got 5","NEGATIVE",5,"0",0,0.418767311411707,-0.316112412718074,-0.0729234557879175
44,"45","2021.04.26","6REC",945,"tapping",3,"left",0.11,100,1170,"left",8,75,1,"true",7,7,2942,48,2301.99999999953,62,2716,58,"low","7","5",915.999999999534,"box","low",10,"easy",38,"exp 7 got 5","NEGATIVE",2,"1",100,-0.524270465880526,-0.779362117899244,0.186377520721406
44,"46","2021.04.29","4ERC",1448,"tapping",3,"left",0.11,100,1801,"left",9,75,1,"true",7,7,2470,73,4087,65,2190,51,"low","7","5",590,"no box","low",10,"easy",35,"exp 7 got 5","NEGATIVE",4,"0",0,0.369900556119072,-0.736670809169956,-0.451493808900778
44,"47","2021.04.29","6REC",1535,"tapping",3,"left",0.11,0,1286,"right",9,75,1,"true",7,7,2014,92,2398.00000000047,89,2327,96,"low","7","5",759,"no box","low",10,"easy",11,"exp 7 got 5","NEGATIVE",3,"0",0,0.709451813491327,-0.574564051050511,0.332791807703547
44,"48","2021.04.29","1CER",1080,"tapping",3,"left",0.11,100,346,"left",8,75,1,"true",7,7,2713,66,2615,46,2295,0,"low","7","5",631,"no box","low",10,"easy",54,"exp 7 got 5","NEGATIVE",1,"0",0,-0.558748490238067,-0.560058171352784,-2.69591688840119
44,"49","2021.04.29","5RCE",1647,"tapping",3,"left",0.11,100,1450,"left",9,75,1,"true",7,7,10134.9999999991,88,2741,61,3729,100,"low","7","5",807.000000000931,"box","low",10,"easy",39,"exp 7 got 5","NEGATIVE",2,"1",100,1.00183727169685,-0.128272392507001,1.33527963270999
44,"5","2021.04.08","1CER",1447.00000000093,"tapping",3,"left",0.11,0,1936,"right",9,75,1,"true",7,7,2320,66,3734,14,3614,96,"low","7","5",1566,"box","low",10,"easy",86,"exp 7 got 5","NEGATIVE",3,"1",100,0.249074655758157,0.810369982932847,1.12465331085686
44,"50","2021.04.30","4ERC",993,"tapping",3,"left",0.11,100,690,"left",8,75,1,"true",7,7,3919,65,4023,22,10447,36,"low","7","5",1038.99999999953,"no box","low",10,"easy",78,"exp 7 got 5","NEGATIVE",1,"0",0,2.66931112601421,0.503102337824218,-0.844601517355714
44,"51","2021.04.30","3ECR",1432.00000000093,"tapping",3,"left",0.11,0,1783,"right",9,75,1,"true",7,7,1430,67,2118,32,1367,54,"low","7","5",1102,"box","low",10,"easy",68,"exp 7 got 5","NEGATIVE",3,"1",100,0.548266090749258,0.501439976012974,-0.547497751140223
44,"52","2021.04.30","2CRE",1432,"tapping",3,"left",0.11,100,438,"left",9,75,1,"true",7,7,1826,0,3102,84,3973.99999999977,18,"low","7","5",1462,"box","low",10,"easy",16,"exp 7 got 5","NEGATIVE",3,"1",100,-2.1318697997335,-1.52846674289978,-3.17128927105003
44,"53","2021.05.14","1CER",1105,"tapping",3,"left",0.11,100,708,"left",8,75,1,"true",7,7,3838.00000000047,10,2855,45,8143,40,"low","7","5",1255,"no box","low",10,"easy",55,"exp 7 got 5","NEGATIVE",1,"0",0,-1.68557012184667,-0.195612376875203,-0.85459394714039
44,"54","2021.05.14","6REC",1489.00000000047,"tapping",3,"left",0.11,100,1115,"left",9,75,1,"true",7,7,3118.00000000047,31,1574.99999999953,44,2431,48,"low","7","5",1255,"no box","low",10,"easy",56,"exp 7 got 5","NEGATIVE",3,"0",0,-1.5392875486586,0.359500520164777,-0.0425648661799057
44,"56","2021.05.14","2CRE",1752,"tapping",3,"left",0.11,100,1358,"left",9,75,1,"true",7,7,4192,41,5141.99999999953,46,3005.99999999953,34,"low","7","5",1287.00000000047,"no box","low",10,"easy",54,"exp 7 got 5","NEGATIVE",3,"0",0,-1.04966846992104,0.421021369518393,-0.968499286315389
44,"57","2021.05.17","3ECR",1008,"tapping",3,"left",0.11,100,1124,"left",8,75,1,"true",7,7,1870,87,2864,100,2078,13,"low","7","5",646,"no box","low",10,"easy",0,"exp 7 got 5","NEGATIVE",1,"0",0,0.164862441329054,-0.975323966500504,-1.24224372963379
44,"59","2021.05.17","5RCE",1089,"tapping",3,"left",0.11,100,391,"left",8,75,1,"true",7,7,3142.99999999977,63,2191,45,2937,35,"low","7","5",2647,"no box","low",10,"easy",55,"exp 7 got 5","NEGATIVE",1,"0",0,0.522031377861221,-0.192805911189026,-0.804609794510585
44,"6","2021.04.08","2CRE",944,"tapping",3,"left",0.11,100,1575,"left",8,75,1,"true",7,7,1346,80,1239,60,1663,37,"low","7","5",596,"no box","low",10,"easy",40,"exp 7 got 5","NEGATIVE",2,"0",0,0.859187888747172,-1.26697286714422,-1.49483161280292
44,"60","2021.05.17","6REC",1608,"tapping",3,"left",0.11,0,1324,"right",9,75,1,"true",7,7,1255,70,2574.00000000047,63,1439.00000000047,73,"low","7","5",574,"box","low",10,"easy",37,"exp 7 got 5","NEGATIVE",3,"1",100,0.766881281669388,-0.852730908799143,-0.480375224493368
44,"7","2021.04.08","3ECR",1617,"tapping",3,"left",0.11,0,664,"right",9,75,1,"true",7,7,18359,32,6385,56,4463,33,"low","7","5",1725.99999999953,"no box","low",10,"easy",44,"exp 7 got 5","NEGATIVE",4,"0",0,-0.692996028857994,-0.333083569099146,-0.985860159067944
44,"8","2021.04.09","3ECR",1792.00000000047,"tapping",3,"left",0.11,0,826,"right",9,75,1,"true",7,7,2262.99999999953,31,2752,66,2783.00000000047,58,"low","7","5",1463,"no box","low",10,"easy",34,"exp 7 got 5","NEGATIVE",3,"0",0,-0.676692291896737,-0.814191939047023,0.0240447179659064
44,"9","2021.04.09","3ECR",1838.99999999953,"tapping",3,"left",0.11,100,998,"left",9,75,1,"true",7,7,3982,24,3400.99999999953,100,2734.99999999953,78,"low","7","5",4590,"no box","low",10,"easy",0,"exp 7 got 5","NEGATIVE",3,"0",0,-1.01035450323484,-1.54416556038274,-0.0862366688307822
45,"1","2021.04.06","1CER",1168.00000000093,"tapping",3,"left",0.1,100,1974,"left",9,85,1,"true",7,7,2281,18,1181.99999999907,72,1318,43,"low","7","5",894,"no box","low",10,"easy",28,"exp 7 got 5","NEGATIVE",2,"0",0,-2.254588734972,-1.56916810238273,-2.46765882674928
45,"10","2021.04.12","1CER",1288,"tapping",3,"left",0.1,0,1043,"right",9,85,1,"true",7,7,1936,77,2142.00000000023,31,1510.99999999977,66,"low","7","5",886.000000000466,"no box","low",10,"easy",69,"exp 7 got 5","NEGATIVE",3,"0",0,0.134162520053979,-0.529007979149588,-0.503884290716934
45,"11","2021.04.09","2CRE",1392,"tapping",3,"left",0.1,0,1869,"right",9,85,1,"true",7,7,3631,41,3054,44,2910.99999999907,68,"low","7","5",3279,"no box","low",10,"easy",56,"exp 7 got 5","NEGATIVE",4,"0",0,-0.460659133239636,-0.138482647929719,-0.342802224650099
45,"12","2021.04.09","3ECR",1311.99999999953,"tapping",3,"left",0.1,100,1260,"left",9,85,1,"true",7,7,4535.00000000047,19,5767,93,5486,80,"low","7","5",773.999999999534,"no box","low",10,"easy",7,"exp 7 got 5","NEGATIVE",3,"0",0,-1.16479492481638,-1.1698138793141,1.13422176074792
45,"13","2021.04.12","3ECR",1528,"tapping",3,"left",0.1,0,1432,"right",9,85,1,"true",7,7,1526,60,2557,0,1806,58,"low","7","5",718,"box","low",10,"easy",100,"exp 7 got 5","NEGATIVE",3,"1",100,-0.3209385066111,0.961864118300619,-0.836481388223051
45,"14","2021.04.12","2CRE",1328,"tapping",3,"left",0.1,0,166,"right",9,85,1,"true",7,7,2161,69,2902,63,2470,87,"low","7","5",1022,"box","low",10,"easy",37,"exp 7 got 5","NEGATIVE",3,"1",100,0.753229124450999,-1.32548879413921,2.29093873712057
45,"16","2021.04.13","4ERC",2265,"tapping",3,"left",0.1,100,572,"left",10,85,1,"true",7,7,3319,32,2808,37,7551,70,"low","7","5",4391,"no box","low",10,"easy",63,"exp 7 got 5","NEGATIVE",4,"0",0,-0.823126113138844,0.896206304288486,-0.404830714371493
45,"17","2021.04.13","4ERC",1592,"tapping",3,"left",0.1,100,644,"left",9,85,1,"true",7,7,2087,80,2624,81,1455,56,"low","7","5",1287,"no box","low",10,"easy",19,"exp 7 got 5","NEGATIVE",3,"0",0,0.842710022825577,-1.30864036305032,-1.0990315937443
45,"18","2021.04.13","4ERC",1632,"tapping",3,"left",0.1,100,400,"left",9,85,1,"true",7,7,3301.99999999977,91,4176,84,3623.99999999977,93,"low","7","5",983,"box","low",10,"easy",16,"exp 7 got 5","NEGATIVE",2,"1",100,0.782426717079006,-0.959729161526516,2.04540442269332
45,"19","2021.04.13","5RCE",1224,"tapping",3,"left",0.1,100,1024,"left",9,85,1,"true",7,7,1918.00000000047,78,3791,69,2896,97,"low","7","5",975,"box","low",10,"easy",31,"exp 7 got 5","NEGATIVE",4,"1",100,0.391592167762219,-0.773894229284859,1.18372486057138
45,"2","2021.04.06","1CER",1936,"tapping",3,"left",0.1,100,555,"left",10,85,1,"true",7,7,2743,63,2479,43,1695.00000000023,53,"low","7","5",1014,"no box","low",10,"easy",57,"exp 7 got 5","NEGATIVE",5,"0",0,0.323117982147839,0.331382031167278,-0.620740794864988
45,"20","2021.04.13","5RCE",2664,"tapping",3,"left",0.1,100,1260,"left",11,85,1,"true",7,7,2070,54,3158.99999999953,41,2319,55,"low","7","5",863,"box","low",10,"easy",59,"exp 7 got 5","NEGATIVE",5,"1",100,-0.0369915856764369,0.139731231653888,-0.959141544605981
45,"21","2021.04.14","6REC",1472,"tapping",3,"left",0.1,100,1783,"left",9,85,1,"true",7,7,2006.00000000093,45,3470,41,1776,28,"low","7","5",1478,"no box","low",10,"easy",59,"exp 7 got 5","NEGATIVE",4,"0",0,-0.801676277082062,-0.44632037339841,-1.24905434748566
45,"22","2021.04.14","6REC",1368,"tapping",3,"left",0.1,0,1577,"right",9,85,1,"true",7,7,1766,60,2806,43,5312,72,"low","7","5",1318,"no box","low",10,"easy",57,"exp 7 got 5","NEGATIVE",3,"0",0,0.522138737440883,0.127747218676344,-0.239621330658586
45,"23","2021.04.14","6REC",1488,"tapping",3,"left",0.1,100,310,"left",9,85,1,"true",7,7,4159,36,2558.99999999988,64,2817,31,"low","7","5",823,"box","low",10,"easy",36,"exp 7 got 5","NEGATIVE",2,"1",100,-1.07198528071578,-1.0564401386275,-2.13654973784045
45,"24","2021.04.15","5RCE",1280,"tapping",3,"left",0.1,100,355,"left",9,85,1,"true",7,7,3654,60,4991,59,6976,52,"low","7","5",1279,"no box","low",10,"easy",41,"exp 7 got 5","NEGATIVE",6,"0",0,-1.8310638387105,-0.579498957717535,0.693503473177653
45,"25","2021.04.15","5RCE",1183,"tapping",3,"left",0.1,100,1728,"left",9,85,1,"true",7,7,1799,45,1862,60,1376,77,"low","7","5",1463,"no box","low",10,"easy",40,"exp 7 got 5","NEGATIVE",4,"0",0,-0.490761220010704,-1.09681949206029,1.07852619872541
45,"27","2021.04.15","6REC",1344,"tapping",3,"left",0.1,0,1918,"right",9,85,1,"true",7,7,2341,38,2039,40,2112,41,"low","7","5",1335,"no box","low",10,"easy",60,"exp 7 got 5","NEGATIVE",3,"0",0,-1.05505846120114,-0.429370648706455,-1.26940570949902
45,"3","2021.04.07","2CRE",4496,"tapping",3,"left",0.1,100,1414,"left",12,85,1,"true",7,7,1519.00000000047,32,4997,51,2575,17,"low","7","5",1413.99999999953,"no box","low",10,"easy",49,"exp 7 got 5","NEGATIVE",6,"0",0,-1.45651304330604,-0.498639735003034,-1.8992070191116
45,"31","2021.04.19","2CRE",983,"tapping",3,"left",0.1,0,1873,"right",8,85,1,"true",7,7,2456.00000000047,100,2222,62,1998.00000000047,78,"low","7","5",406,"box","low",10,"easy",38,"exp 7 got 5","NEGATIVE",2,"1",100,0.773563723684313,-0.0528208193358549,0.94419664205558
45,"32","2021.04.20","3ECR",1328,"tapping",3,"left",0.1,0,536,"right",9,85,1,"true",7,7,1719,9,2104.99999999977,29,3207,94,"low","7","5",743,"no box","low",10,"easy",71,"exp 7 got 5","NEGATIVE",4,"0",0,-1.19034363512273,0.719589530494427,1.20291037586371
45,"33","2021.04.20","4ERC",1400.00000000047,"tapping",3,"left",0.1,100,1134,"left",9,85,1,"true",7,7,3277.99999999953,99,2424,95,1622,67,"low","7","5",1726,"no box","low",10,"easy",5,"exp 7 got 5","NEGATIVE",2,"0",0,1.07588768125708,-1.62981748230492,-1.2743217755115
45,"34","2021.04.20","6REC",1273,"tapping",3,"left",0.1,0,1741,"right",9,85,1,"true",7,7,2295,35,3087,77,2087,87,"low","7","5",1223,"no box","low",10,"easy",23,"exp 7 got 5","NEGATIVE",3,"0",0,-1.30011623281143,-1.8268656722092,2.35261893539758
45,"35","2021.04.21","1CER",1160,"tapping",3,"left",0.1,100,924,"left",9,85,1,"true",7,7,3136,64,2063,37,9135,33,"low","7","5",2879,"no box","low",10,"easy",63,"exp 7 got 5","NEGATIVE",4,"0",0,0.0109530971693219,0.378956499081714,-1.24431595836503
45,"36","2021.04.21","4ERC",1377,"tapping",3,"left",0.1,100,464,"left",9,85,1,"true",7,7,2189.99999999977,38,5720,62,3349,37,"low","7","5",1743,"no box","low",10,"easy",38,"exp 7 got 5","NEGATIVE",3,"0",0,-1.27490189205467,-1.72085457231901,-0.606777440597618
45,"37","2021.04.21","5RCE",1175.99999999953,"tapping",3,"left",0.1,100,980,"left",9,85,1,"true",7,7,2127,41,1919,59,1720.00000000047,73,"low","7","5",839,"no box","low",10,"easy",41,"exp 7 got 5","NEGATIVE",4,"0",0,-0.117184292214957,-1.03143489384798,0.0547801619146878
45,"38","2021.04.21","6REC",952.000000000466,"tapping",3,"left",0.1,100,910,"left",8,85,1,"true",7,7,2911,32,2470,34,3120,67,"low","7","5",759,"no box","low",10,"easy",66,"exp 7 got 5","NEGATIVE",2,"0",0,-1.10915719729025,-0.0371431962292247,-0.600073759731439
45,"39","2021.04.22","2CRE",1440,"tapping",3,"left",0.1,0,709,"right",9,85,1,"true",7,7,2591.99999999953,34,5911,60,2391,52,"low","7","5",1191,"no box","low",10,"easy",40,"exp 7 got 5","NEGATIVE",3,"0",0,-1.00248745738329,0.578307328146121,-0.528288831424236
45,"4","2021.04.07","2CRE",1584,"tapping",3,"left",0.1,100,1539,"left",9,85,1,"true",7,7,3029.99999999907,61,3686,93,3718.00000000093,41,"low","7","5",1310.00000000093,"box","low",10,"easy",7,"exp 7 got 5","NEGATIVE",3,"1",100,-0.930983706771956,-1.25423302161978,-1.35370026202167
45,"41","2021.04.22","4ERC",1375.99999999907,"tapping",3,"left",0.1,100,1846,"left",9,85,1,"true",7,7,1374,67,1888,70,2470,61,"low","7","5",1006,"no box","low",10,"easy",30,"exp 7 got 5","NEGATIVE",3,"0",0,-1.09680012479092,-0.243671250369438,-0.81227386216236
45,"43","2021.04.26","1CER",1424,"tapping",3,"left",0.1,100,1983,"left",9,85,1,"true",7,7,3184,43,5430,85,5573.99999999907,39,"low","7","5",1253.99999999907,"no box","low",10,"easy",15,"exp 7 got 5","NEGATIVE",4,"0",0,-0.368802572915899,-1.8362304947571,-0.220635470704292
45,"44","2021.04.26","3ECR",1456,"tapping",3,"left",0.1,100,1132,"left",9,85,1,"true",7,7,5671,63,4048,61,6951,67,"low","7","5",1142,"no box","low",10,"easy",39,"exp 7 got 5","NEGATIVE",3,"0",0,-0.563190242838502,-0.316112412718074,0.0170914349502927
